gene,string_id
PAPA10,['9606.ENSP00000331385']
PAPA7,['9606.ENSP00000480715']
PAPA8,['9606.ENSP00000228682']
PAPA9,['9606.ENSP00000429367']
PAPAS,"['9606.ENSP00000452746', '9606.ENSP00000452746', '9606.ENSP00000452746']"
PAPB,"['9606.ENSP00000379258', '9606.ENSP00000379258', '9606.ENSP00000379258']"
PAPC,"['9606.ENSP00000367177', '9606.ENSP00000367177', '9606.ENSP00000367177']"
PAPD1,"['9606.ENSP00000263063', '9606.ENSP00000263063', '9606.ENSP00000263063', '9606.ENSP00000263063']"
PAPD2,"['9606.ENSP00000308000', '9606.ENSP00000308000', '9606.ENSP00000308000']"
PAPD3,"['9606.ENSP00000257177', '9606.ENSP00000257177', '9606.ENSP00000257177']"
PAPD4,"['9606.ENSP00000397563', '9606.ENSP00000397563', '9606.ENSP00000397563', '9606.ENSP00000397563']"
PAPD5,"['9606.ENSP00000396995', '9606.ENSP00000396995', '9606.ENSP00000396995', '9606.ENSP00000396995']"
PAPD6,"['9606.ENSP00000365130', '9606.ENSP00000365130', '9606.ENSP00000365130']"
PAPD7,"['9606.ENSP00000488642', '9606.ENSP00000488642', '9606.ENSP00000488642', '9606.ENSP00000488642']"
PAPG,['9606.ENSP00000238714']
PAPIB,['9606.ENSP00000272324']
PAPIN,['9606.ENSP00000402033']
PAPK,"['9606.ENSP00000194530', '9606.ENSP00000194530', '9606.ENSP00000194530']"
PAPL,"['9606.ENSP00000327557', '9606.ENSP00000327557', '9606.ENSP00000327557', '9606.ENSP00000327557']"
PAPL1,"['9606.ENSP00000327557', '9606.ENSP00000327557', '9606.ENSP00000327557', '9606.ENSP00000327557']"
PAPLA1,['9606.ENSP00000500986']
PAPLN,"['9606.ENSP00000345395', '9606.ENSP00000345395', '9606.ENSP00000345395', '9606.ENSP00000345395', '9606.ENSP00000345395']"
PAPOLA,"['9606.ENSP00000216277', '9606.ENSP00000216277', '9606.ENSP00000216277', '9606.ENSP00000216277', '9606.ENSP00000216277']"
PAPOLB,"['9606.ENSP00000384700', '9606.ENSP00000384700', '9606.ENSP00000384700', '9606.ENSP00000384700', '9606.ENSP00000384700']"
PAPOLG,"['9606.ENSP00000238714', '9606.ENSP00000238714', '9606.ENSP00000238714', '9606.ENSP00000238714', '9606.ENSP00000238714']"
PAPP-A,"['9606.ENSP00000330658', '9606.ENSP00000330658', '9606.ENSP00000330658']"
PAPP-A2,"['9606.ENSP00000356634', '9606.ENSP00000356634', '9606.ENSP00000356634']"
PAPP-E,['9606.ENSP00000356634']
PAPPA,"['9606.ENSP00000330658', '9606.ENSP00000330658', '9606.ENSP00000330658', '9606.ENSP00000330658', '9606.ENSP00000330658']"
PAPPA1,"['9606.ENSP00000330658', '9606.ENSP00000330658', '9606.ENSP00000330658']"
PAPPA2,"['9606.ENSP00000356634', '9606.ENSP00000356634', '9606.ENSP00000356634', '9606.ENSP00000356634', '9606.ENSP00000356634']"
PAPPAS,['9606.ENSP00000495986']
PAPPE,"['9606.ENSP00000356634', '9606.ENSP00000356634', '9606.ENSP00000356634']"
PAPSS,"['9606.ENSP00000265174', '9606.ENSP00000265174', '9606.ENSP00000265174', '9606.ENSP00000265174']"
PAPSS1,"['9606.ENSP00000265174', '9606.ENSP00000265174', '9606.ENSP00000265174', '9606.ENSP00000265174', '9606.ENSP00000265174']"
PAPSS2,"['9606.ENSP00000406157', '9606.ENSP00000406157', '9606.ENSP00000406157', '9606.ENSP00000406157', '9606.ENSP00000406157']"
PAPST1,"['9606.ENSP00000377401', '9606.ENSP00000377401']"
PAPST2,"['9606.ENSP00000368981', '9606.ENSP00000368981', '9606.ENSP00000368981', '9606.ENSP00000368981']"
PAPT,"['9606.ENSP00000366156', '9606.ENSP00000384700', '9606.ENSP00000384700', '9606.ENSP00000384700', '9606.ENSP00000384700']"
PAP_IB,['9606.ENSP00000272324']
PAQR1,"['9606.ENSP00000341785', '9606.ENSP00000341785', '9606.ENSP00000341785', '9606.ENSP00000341785']"
PAQR10,"['9606.ENSP00000384690', '9606.ENSP00000384690', '9606.ENSP00000384690', '9606.ENSP00000384690']"
PAQR11,"['9606.ENSP00000262065', '9606.ENSP00000262065', '9606.ENSP00000262065', '9606.ENSP00000262065']"
PAQR2,"['9606.ENSP00000349616', '9606.ENSP00000349616', '9606.ENSP00000349616', '9606.ENSP00000349616']"
PAQR3,"['9606.ENSP00000421981', '9606.ENSP00000421981', '9606.ENSP00000421981', '9606.ENSP00000421981', '9606.ENSP00000421981']"
PAQR4,"['9606.ENSP00000321804', '9606.ENSP00000321804', '9606.ENSP00000321804', '9606.ENSP00000321804', '9606.ENSP00000321804']"
PAQR5,"['9606.ENSP00000378803', '9606.ENSP00000378803', '9606.ENSP00000378803', '9606.ENSP00000378803', '9606.ENSP00000378803']"
PAQR6,"['9606.ENSP00000338330', '9606.ENSP00000338330', '9606.ENSP00000338330', '9606.ENSP00000338330', '9606.ENSP00000338330']"
PAQR7,"['9606.ENSP00000363414', '9606.ENSP00000363414', '9606.ENSP00000363414', '9606.ENSP00000363414', '9606.ENSP00000363414']"
PAQR8,"['9606.ENSP00000406197', '9606.ENSP00000406197', '9606.ENSP00000406197', '9606.ENSP00000406197', '9606.ENSP00000406197']"
PAQR9,"['9606.ENSP00000341564', '9606.ENSP00000341564', '9606.ENSP00000341564', '9606.ENSP00000341564', '9606.ENSP00000341564']"
PAR,"['9606.ENSP00000271843', '9606.ENSP00000271843', '9606.ENSP00000271843', '9606.ENSP00000336528']"
PAR-1,"['9606.ENSP00000321326', '9606.ENSP00000321326', '9606.ENSP00000321326', '9606.ENSP00000385751', '9606.ENSP00000385751', '9606.ENSP00000385751']"
PAR-1A,"['9606.ENSP00000411397', '9606.ENSP00000411397']"
PAR-1B,"['9606.ENSP00000385751', '9606.ENSP00000385751']"
PAR-1C,"['9606.ENSP00000483424', '9606.ENSP00000483424']"
PAR-1D,"['9606.ENSP00000262891', '9606.ENSP00000262891', '9606.ENSP00000262891']"
PAR-3,['9606.ENSP00000296641']
PAR-6,"['9606.ENSP00000219255', '9606.ENSP00000219255']"
PAR-6A,"['9606.ENSP00000219255', '9606.ENSP00000219255', '9606.ENSP00000219255']"
PAR-6B,"['9606.ENSP00000360672', '9606.ENSP00000360672']"
PAR-6G,"['9606.ENSP00000343144', '9606.ENSP00000343144', '9606.ENSP00000343144']"
PAR1,"['9606.ENSP00000321326', '9606.ENSP00000321326', '9606.ENSP00000321326', '9606.ENSP00000321326', '9606.ENSP00000336528', '9606.ENSP00000496184', '9606.ENSP00000496184', '9606.ENSP00000496184', '9606.ENSP00000496184']"
PAR14,"['9606.ENSP00000499466', '9606.ENSP00000499466', '9606.ENSP00000499466']"
PAR17,"['9606.ENSP00000499466', '9606.ENSP00000499466', '9606.ENSP00000499466']"
PAR1A,['9606.ENSP00000411397']
PAR2,"['9606.ENSP00000296677', '9606.ENSP00000296677', '9606.ENSP00000296677', '9606.ENSP00000296677', '9606.ENSP00000336528', '9606.ENSP00000336528', '9606.ENSP00000336528', '9606.ENSP00000399979', '9606.ENSP00000399979', '9606.ENSP00000399979', '9606.ENSP00000399979']"
PAR3,"['9606.ENSP00000296641', '9606.ENSP00000296641', '9606.ENSP00000296641', '9606.ENSP00000296641', '9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921']"
PAR3A,['9606.ENSP00000363921']
PAR3B,"['9606.ENSP00000385848', '9606.ENSP00000385848']"
PAR3L,"['9606.ENSP00000385848', '9606.ENSP00000385848']"
PAR3alpha,['9606.ENSP00000363921']
PAR3beta,"['9606.ENSP00000385848', '9606.ENSP00000385848', '9606.ENSP00000385848']"
PAR4,"['9606.ENSP00000248076', '9606.ENSP00000248076', '9606.ENSP00000248076', '9606.ENSP00000248076', '9606.ENSP00000328088', '9606.ENSP00000328088', '9606.ENSP00000328088', '9606.ENSP00000328088']"
PAR6,['9606.ENSP00000219255']
PAR6A,['9606.ENSP00000219255']
PAR6B,"['9606.ENSP00000360672', '9606.ENSP00000360672']"
PAR6C,['9606.ENSP00000219255']
PAR6G,['9606.ENSP00000343144']
PAR6alpha,"['9606.ENSP00000219255', '9606.ENSP00000219255', '9606.ENSP00000219255']"
PAR6gamma,"['9606.ENSP00000343144', '9606.ENSP00000343144', '9606.ENSP00000343144']"
PARAXIS,"['9606.ENSP00000246080', '9606.ENSP00000246080', '9606.ENSP00000246080']"
PARC,"['9606.ENSP00000252050', '9606.ENSP00000252050', '9606.ENSP00000252050', '9606.ENSP00000252050', '9606.ENSP00000479955', '9606.ENSP00000479955', '9606.ENSP00000479955', '9606.ENSP00000479955']"
PARC1,"['9606.ENSP00000360623', '9606.ENSP00000360623', '9606.ENSP00000360623', '9606.ENSP00000360623']"
PARCC1,"['9606.ENSP00000362244', '9606.ENSP00000362244', '9606.ENSP00000362244', '9606.ENSP00000362244']"
PARD-3,['9606.ENSP00000363921']
PARD3,"['9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921']"
PARD3A,"['9606.ENSP00000363921', '9606.ENSP00000363921', '9606.ENSP00000363921']"
PARD3B,"['9606.ENSP00000385848', '9606.ENSP00000385848', '9606.ENSP00000385848', '9606.ENSP00000385848', '9606.ENSP00000385848']"
PARD6A,"['9606.ENSP00000219255', '9606.ENSP00000219255', '9606.ENSP00000219255', '9606.ENSP00000219255', '9606.ENSP00000219255']"
PARD6B,"['9606.ENSP00000360672', '9606.ENSP00000360672', '9606.ENSP00000360672', '9606.ENSP00000360672', '9606.ENSP00000360672']"
PARD6G,"['9606.ENSP00000343144', '9606.ENSP00000343144', '9606.ENSP00000343144', '9606.ENSP00000343144', '9606.ENSP00000343144']"
PARF,"['9606.ENSP00000338013', '9606.ENSP00000360727', '9606.ENSP00000360727']"
PARG,"['9606.ENSP00000384408', '9606.ENSP00000384408', '9606.ENSP00000384408', '9606.ENSP00000384408', '9606.ENSP00000384408']"
PARG1,"['9606.ENSP00000260526', '9606.ENSP00000260526', '9606.ENSP00000260526', '9606.ENSP00000260526']"
PARG99,['9606.ENSP00000384408']
PARI,"['9606.ENSP00000440850', '9606.ENSP00000440850', '9606.ENSP00000440850']"
PARIS,"['9606.ENSP00000493970', '9606.ENSP00000493970', '9606.ENSP00000493970', '9606.ENSP00000493970']"
PARIS-1,['9606.ENSP00000481721']
PARIS1,"['9606.ENSP00000481721', '9606.ENSP00000481721', '9606.ENSP00000481721', '9606.ENSP00000481721']"
PARK1,"['9606.ENSP00000500990', '9606.ENSP00000500990', '9606.ENSP00000500990', '9606.ENSP00000500990']"
PARK11,"['9606.ENSP00000387170', '9606.ENSP00000387170']"
PARK13,"['9606.ENSP00000258080', '9606.ENSP00000258080', '9606.ENSP00000258080']"
PARK14,"['9606.ENSP00000333142', '9606.ENSP00000333142', '9606.ENSP00000333142']"
PARK15,"['9606.ENSP00000266087', '9606.ENSP00000266087', '9606.ENSP00000266087']"
PARK17,"['9606.ENSP00000299138', '9606.ENSP00000299138', '9606.ENSP00000299138']"
PARK18,"['9606.ENSP00000416255', '9606.ENSP00000416255', '9606.ENSP00000416255']"
PARK19,"['9606.ENSP00000360108', '9606.ENSP00000360108', '9606.ENSP00000360108']"
PARK2,"['9606.ENSP00000355865', '9606.ENSP00000355865', '9606.ENSP00000355865', '9606.ENSP00000355865', '9606.ENSP00000355865']"
PARK20,"['9606.ENSP00000409667', '9606.ENSP00000409667', '9606.ENSP00000409667']"
PARK21,['9606.ENSP00000260818']
PARK22,['9606.ENSP00000378812']
PARK23,['9606.ENSP00000493560']
PARK2CRG,"['9606.ENSP00000337946', '9606.ENSP00000337946', '9606.ENSP00000337946']"
PARK4,"['9606.ENSP00000500990', '9606.ENSP00000500990', '9606.ENSP00000500990']"
PARK5,"['9606.ENSP00000284440', '9606.ENSP00000284440', '9606.ENSP00000284440']"
PARK6,"['9606.ENSP00000364204', '9606.ENSP00000364204', '9606.ENSP00000364204']"
PARK7,"['9606.ENSP00000340278', '9606.ENSP00000340278', '9606.ENSP00000340278', '9606.ENSP00000340278', '9606.ENSP00000340278']"
PARK8,"['9606.ENSP00000298910', '9606.ENSP00000298910', '9606.ENSP00000298910', '9606.ENSP00000298910']"
PARK9,"['9606.ENSP00000327214', '9606.ENSP00000327214', '9606.ENSP00000327214', '9606.ENSP00000327214']"
PARL,"['9606.ENSP00000325421', '9606.ENSP00000325421', '9606.ENSP00000325421', '9606.ENSP00000325421', '9606.ENSP00000325421', '9606.ENSP00000491227', '9606.ENSP00000491227']"
PARM-1,['9606.ENSP00000370224']
PARM1,"['9606.ENSP00000370224', '9606.ENSP00000370224', '9606.ENSP00000370224', '9606.ENSP00000370224', '9606.ENSP00000370224']"
PARN,"['9606.ENSP00000387911', '9606.ENSP00000387911', '9606.ENSP00000387911', '9606.ENSP00000387911', '9606.ENSP00000387911']"
PARP,"['9606.ENSP00000355759', '9606.ENSP00000355759', '9606.ENSP00000355759']"
PARP-1,"['9606.ENSP00000355759', '9606.ENSP00000420612', '9606.ENSP00000420612']"
PARP-12,"['9606.ENSP00000263549', '9606.ENSP00000263549']"
PARP-14,['9606.ENSP00000418194']
PARP-2,['9606.ENSP00000250416']
PARP-4,['9606.ENSP00000371419']
PARP-5a,"['9606.ENSP00000311579', '9606.ENSP00000311579', '9606.ENSP00000311579']"
PARP-5b,"['9606.ENSP00000360689', '9606.ENSP00000360689', '9606.ENSP00000360689']"
PARP-5c,"['9606.ENSP00000360689', '9606.ENSP00000360689', '9606.ENSP00000360689']"
PARP-6,['9606.ENSP00000456348']
PARP-6-B1,['9606.ENSP00000456348']
PARP-6-C,['9606.ENSP00000456348']
PARP-7,"['9606.ENSP00000420612', '9606.ENSP00000420612']"
PARP1,"['9606.ENSP00000355759', '9606.ENSP00000355759', '9606.ENSP00000355759', '9606.ENSP00000355759', '9606.ENSP00000355759']"
PARP10,"['9606.ENSP00000434776', '9606.ENSP00000434776', '9606.ENSP00000434776', '9606.ENSP00000434776', '9606.ENSP00000434776']"
PARP11,"['9606.ENSP00000228820', '9606.ENSP00000228820', '9606.ENSP00000228820', '9606.ENSP00000228820', '9606.ENSP00000228820']"
PARP12,"['9606.ENSP00000263549', '9606.ENSP00000263549', '9606.ENSP00000263549', '9606.ENSP00000263549', '9606.ENSP00000263549']"
PARP13,"['9606.ENSP00000242351', '9606.ENSP00000242351', '9606.ENSP00000242351']"
PARP14,"['9606.ENSP00000418194', '9606.ENSP00000418194', '9606.ENSP00000418194', '9606.ENSP00000418194', '9606.ENSP00000418194']"
PARP15,"['9606.ENSP00000417214', '9606.ENSP00000417214', '9606.ENSP00000417214', '9606.ENSP00000417214', '9606.ENSP00000417214']"
PARP16,"['9606.ENSP00000261888', '9606.ENSP00000261888', '9606.ENSP00000261888', '9606.ENSP00000261888', '9606.ENSP00000261888']"
PARP2,"['9606.ENSP00000250416', '9606.ENSP00000250416', '9606.ENSP00000250416', '9606.ENSP00000250416', '9606.ENSP00000250416']"
PARP3,"['9606.ENSP00000381740', '9606.ENSP00000381740', '9606.ENSP00000381740', '9606.ENSP00000381740', '9606.ENSP00000381740']"
PARP4,"['9606.ENSP00000371419', '9606.ENSP00000371419', '9606.ENSP00000371419', '9606.ENSP00000371419', '9606.ENSP00000371419']"
PARP5A,"['9606.ENSP00000311579', '9606.ENSP00000311579', '9606.ENSP00000311579', '9606.ENSP00000311579']"
PARP5B,"['9606.ENSP00000360689', '9606.ENSP00000360689', '9606.ENSP00000360689', '9606.ENSP00000360689']"
PARP5C,"['9606.ENSP00000360689', '9606.ENSP00000360689', '9606.ENSP00000360689']"
PARP6,"['9606.ENSP00000456348', '9606.ENSP00000456348', '9606.ENSP00000456348', '9606.ENSP00000456348', '9606.ENSP00000456348']"
PARP7,"['9606.ENSP00000420612', '9606.ENSP00000420612', '9606.ENSP00000420612', '9606.ENSP00000420612']"
PARP8,"['9606.ENSP00000281631', '9606.ENSP00000281631', '9606.ENSP00000281631', '9606.ENSP00000281631', '9606.ENSP00000281631']"
PARP9,"['9606.ENSP00000353512', '9606.ENSP00000353512', '9606.ENSP00000353512', '9606.ENSP00000353512', '9606.ENSP00000353512']"
PARPBP,"['9606.ENSP00000440850', '9606.ENSP00000440850', '9606.ENSP00000440850', '9606.ENSP00000440850']"
PARPL,"['9606.ENSP00000311579', '9606.ENSP00000311579', '9606.ENSP00000371419', '9606.ENSP00000371419']"
PARS,"['9606.ENSP00000355890', '9606.ENSP00000355890', '9606.ENSP00000355890', '9606.ENSP00000355890']"
PARS2,"['9606.ENSP00000360327', '9606.ENSP00000360327', '9606.ENSP00000360327', '9606.ENSP00000360327', '9606.ENSP00000360327']"
PARVA,"['9606.ENSP00000334008', '9606.ENSP00000334008', '9606.ENSP00000334008', '9606.ENSP00000334008', '9606.ENSP00000334008']"
PARVB,"['9606.ENSP00000384515', '9606.ENSP00000384515', '9606.ENSP00000384515', '9606.ENSP00000384515', '9606.ENSP00000384515']"
PARVG,"['9606.ENSP00000391583', '9606.ENSP00000391583', '9606.ENSP00000391583', '9606.ENSP00000391583', '9606.ENSP00000391583']"
PARX,"['9606.ENSP00000302895', '9606.ENSP00000302895', '9606.ENSP00000302895']"
PARq,['9606.ENSP00000336528']
PAS-2,"['9606.ENSP00000259254', '9606.ENSP00000354003']"
PAS-3,['9606.ENSP00000427690']
PAS1C1,['9606.ENSP00000407353']
PAS3,['9606.ENSP00000431983']
PASD1,"['9606.ENSP00000359382', '9606.ENSP00000359382', '9606.ENSP00000359382', '9606.ENSP00000359382', '9606.ENSP00000359382']"
PASD10,"['9606.ENSP00000311196', '9606.ENSP00000311196', '9606.ENSP00000311196', '9606.ENSP00000311196']"
PASD2,"['9606.ENSP00000263734', '9606.ENSP00000263734', '9606.ENSP00000263734', '9606.ENSP00000263734']"
PASD3,"['9606.ENSP00000384517', '9606.ENSP00000384517', '9606.ENSP00000384517', '9606.ENSP00000384517']"
PASD4,"['9606.ENSP00000338283', '9606.ENSP00000338283', '9606.ENSP00000338283', '9606.ENSP00000338283']"
PASD5,"['9606.ENSP00000469142', '9606.ENSP00000469142', '9606.ENSP00000469142', '9606.ENSP00000469142']"
PASD6,"['9606.ENSP00000348460', '9606.ENSP00000348460', '9606.ENSP00000348460', '9606.ENSP00000348460']"
PASD7,"['9606.ENSP00000366898', '9606.ENSP00000366898', '9606.ENSP00000366898', '9606.ENSP00000366898']"
PASD8,"['9606.ENSP00000437955', '9606.ENSP00000437955', '9606.ENSP00000437955', '9606.ENSP00000437955']"
PASD9,"['9606.ENSP00000266503', '9606.ENSP00000266503', '9606.ENSP00000266503', '9606.ENSP00000266503']"
PASG,"['9606.ENSP00000377601', '9606.ENSP00000377601', '9606.ENSP00000377601']"
PASIII,['9606.ENSP00000431983']
PASIV,['9606.ENSP00000415743']
PASK,"['9606.ENSP00000348278', '9606.ENSP00000351475', '9606.ENSP00000351475', '9606.ENSP00000351475', '9606.ENSP00000351475', '9606.ENSP00000351475']"
PASKIN,"['9606.ENSP00000351475', '9606.ENSP00000351475', '9606.ENSP00000351475']"
PASNA,['9606.ENSP00000288139']
PASP,['9606.ENSP00000417222']
PASS1,"['9606.ENSP00000302562', '9606.ENSP00000302562', '9606.ENSP00000302562', '9606.ENSP00000302562']"
PAST,"['9606.ENSP00000479153', '9606.ENSP00000479153']"
PAST-A,['9606.ENSP00000418096']
PAST1,"['9606.ENSP00000479153', '9606.ENSP00000479153', '9606.ENSP00000479153', '9606.ENSP00000479153']"
PAST2,"['9606.ENSP00000263277', '9606.ENSP00000263277', '9606.ENSP00000263277', '9606.ENSP00000263277']"
PAST3,"['9606.ENSP00000327116', '9606.ENSP00000327116', '9606.ENSP00000327116', '9606.ENSP00000327116']"
PAST4,"['9606.ENSP00000220325', '9606.ENSP00000220325', '9606.ENSP00000220325', '9606.ENSP00000220325']"
PAT-1,['9606.ENSP00000371272']
PAT1,"['9606.ENSP00000083182', '9606.ENSP00000083182', '9606.ENSP00000083182', '9606.ENSP00000083182', '9606.ENSP00000243389', '9606.ENSP00000243389', '9606.ENSP00000243389', '9606.ENSP00000243389']"
PAT133,"['9606.ENSP00000445626', '9606.ENSP00000445626', '9606.ENSP00000445626']"
PAT2,"['9606.ENSP00000334223', '9606.ENSP00000334223', '9606.ENSP00000334223', '9606.ENSP00000334223']"
PAT3,"['9606.ENSP00000366942', '9606.ENSP00000366942', '9606.ENSP00000366942']"
PAT4,"['9606.ENSP00000317382', '9606.ENSP00000317382', '9606.ENSP00000317382', '9606.ENSP00000317382']"
PATE,"['9606.ENSP00000307164', '9606.ENSP00000307164', '9606.ENSP00000307164', '9606.ENSP00000307164']"
PATE-B,"['9606.ENSP00000411439', '9606.ENSP00000411439', '9606.ENSP00000411439']"
PATE-DJ,"['9606.ENSP00000395505', '9606.ENSP00000395505', '9606.ENSP00000395505']"
PATE-M,"['9606.ENSP00000351325', '9606.ENSP00000351325', '9606.ENSP00000351325']"
PATE1,"['9606.ENSP00000307164', '9606.ENSP00000307164', '9606.ENSP00000307164', '9606.ENSP00000307164', '9606.ENSP00000307164']"
PATE2,"['9606.ENSP00000351325', '9606.ENSP00000351325', '9606.ENSP00000351325', '9606.ENSP00000351325', '9606.ENSP00000351325']"
PATE3,"['9606.ENSP00000395505', '9606.ENSP00000395505', '9606.ENSP00000395505', '9606.ENSP00000395505', '9606.ENSP00000395505']"
PATE4,"['9606.ENSP00000411439', '9606.ENSP00000411439', '9606.ENSP00000411439', '9606.ENSP00000411439', '9606.ENSP00000411439']"
PATJ,"['9606.ENSP00000494277', '9606.ENSP00000494277', '9606.ENSP00000494277', '9606.ENSP00000494277', '9606.ENSP00000494277']"
PATL1,"['9606.ENSP00000300146', '9606.ENSP00000300146', '9606.ENSP00000300146', '9606.ENSP00000300146', '9606.ENSP00000300146']"
PATL2,"['9606.ENSP00000416673', '9606.ENSP00000416673', '9606.ENSP00000416673', '9606.ENSP00000416673', '9606.ENSP00000416673']"
PATT1,"['9606.ENSP00000367024', '9606.ENSP00000367024']"
PATZ,"['9606.ENSP00000266269', '9606.ENSP00000266269', '9606.ENSP00000266269', '9606.ENSP00000266269']"
PATZ1,"['9606.ENSP00000266269', '9606.ENSP00000266269', '9606.ENSP00000266269', '9606.ENSP00000266269', '9606.ENSP00000266269']"
PATZ2,"['9606.ENSP00000230122', '9606.ENSP00000230122', '9606.ENSP00000230122']"
PAUF,['9606.ENSP00000371715']
PAWP,"['9606.ENSP00000332983', '9606.ENSP00000332983', '9606.ENSP00000332983', '9606.ENSP00000332983']"
PAWR,"['9606.ENSP00000328088', '9606.ENSP00000328088', '9606.ENSP00000328088', '9606.ENSP00000328088', '9606.ENSP00000328088']"
PAWS1,"['9606.ENSP00000373647', '9606.ENSP00000373647', '9606.ENSP00000373647', '9606.ENSP00000373647']"
PAX1,"['9606.ENSP00000381499', '9606.ENSP00000381499', '9606.ENSP00000381499', '9606.ENSP00000381499', '9606.ENSP00000381499']"
PAX2,"['9606.ENSP00000359319', '9606.ENSP00000359319', '9606.ENSP00000359319', '9606.ENSP00000359319']"
PAX3,"['9606.ENSP00000375921', '9606.ENSP00000375921', '9606.ENSP00000375921', '9606.ENSP00000375921', '9606.ENSP00000375921']"
PAX4,"['9606.ENSP00000368014', '9606.ENSP00000368014', '9606.ENSP00000368014', '9606.ENSP00000368014']"
PAX5,"['9606.ENSP00000350844', '9606.ENSP00000350844', '9606.ENSP00000350844', '9606.ENSP00000350844', '9606.ENSP00000350844']"
PAX6,"['9606.ENSP00000492024', '9606.ENSP00000492024', '9606.ENSP00000492024', '9606.ENSP00000492024', '9606.ENSP00000492024']"
PAX6NEB,['9606.ENSP00000379267']
PAX7,"['9606.ENSP00000364524', '9606.ENSP00000364524', '9606.ENSP00000364524', '9606.ENSP00000364524', '9606.ENSP00000364524']"
PAX7B,['9606.ENSP00000364524']
PAX8,"['9606.ENSP00000263334', '9606.ENSP00000263334', '9606.ENSP00000263334', '9606.ENSP00000263334', '9606.ENSP00000263334']"
PAX9,"['9606.ENSP00000355245', '9606.ENSP00000355245', '9606.ENSP00000355245', '9606.ENSP00000355245', '9606.ENSP00000355245']"
PAXB,"['9606.ENSP00000353132', '9606.ENSP00000353132', '9606.ENSP00000353132', '9606.ENSP00000353132']"
PAXBP1,"['9606.ENSP00000328992', '9606.ENSP00000328992', '9606.ENSP00000328992', '9606.ENSP00000328992', '9606.ENSP00000328992']"
PAXIP1,"['9606.ENSP00000384048', '9606.ENSP00000384048', '9606.ENSP00000384048', '9606.ENSP00000384048', '9606.ENSP00000384048']"
PAXIP1L,"['9606.ENSP00000384048', '9606.ENSP00000384048', '9606.ENSP00000384048', '9606.ENSP00000384048']"
PAXNEB,"['9606.ENSP00000379267', '9606.ENSP00000379267', '9606.ENSP00000379267', '9606.ENSP00000379267']"
PAXX,"['9606.ENSP00000360682', '9606.ENSP00000360682', '9606.ENSP00000360682', '9606.ENSP00000360682', '9606.ENSP00000360682']"
PB,"['9606.ENSP00000301244', '9606.ENSP00000432561']"
PB1,"['9606.ENSP00000386593', '9606.ENSP00000386593', '9606.ENSP00000386593', '9606.ENSP00000386593']"
PB39,"['9606.ENSP00000278426', '9606.ENSP00000278426', '9606.ENSP00000278426', '9606.ENSP00000278426']"
PB99,['9606.ENSP00000332900']
PBAM,['9606.ENSP00000245312']
PBC,['9606.ENSP00000280346']
PBCGF,"['9606.ENSP00000377456', '9606.ENSP00000377456', '9606.ENSP00000377456']"
PBD10A,['9606.ENSP00000356563']
PBD10B,['9606.ENSP00000356563']
PBD11A,['9606.ENSP00000295030']
PBD11B,['9606.ENSP00000295030']
PBD12A,['9606.ENSP00000357051']
PBD13A,['9606.ENSP00000349016']
PBD1A,['9606.ENSP00000248633']
PBD1B,['9606.ENSP00000248633']
PBD2A,['9606.ENSP00000391601']
PBD2B,['9606.ENSP00000391601']
PBD3A,['9606.ENSP00000482609']
PBD4A,['9606.ENSP00000303511']
PBD5A,['9606.ENSP00000349543']
PBD5B,['9606.ENSP00000349543']
PBD7A,['9606.ENSP00000331106']
PBD7B,['9606.ENSP00000331106']
PBD8A,['9606.ENSP00000241041']
PBD8B,['9606.ENSP00000241041']
PBD9B,['9606.ENSP00000315680']
PBDC1,"['9606.ENSP00000362456', '9606.ENSP00000362456', '9606.ENSP00000362456', '9606.ENSP00000362456', '9606.ENSP00000362456']"
PBDX,"['9606.ENSP00000494087', '9606.ENSP00000494087', '9606.ENSP00000494087']"
PBEF,"['9606.ENSP00000222553', '9606.ENSP00000222553', '9606.ENSP00000222553', '9606.ENSP00000222553']"
PBEF1,"['9606.ENSP00000222553', '9606.ENSP00000222553', '9606.ENSP00000222553', '9606.ENSP00000222553', '9606.ENSP00000222553']"
PBF,"['9606.ENSP00000328325', '9606.ENSP00000328325', '9606.ENSP00000328325', '9606.ENSP00000340494', '9606.ENSP00000340494', '9606.ENSP00000340494', '9606.ENSP00000340494']"
PBF2,['9606.ENSP00000416561']
PBFE,['9606.ENSP00000231887']
PBG-D,['9606.ENSP00000498786']
PBG1,"['9606.ENSP00000308970', '9606.ENSP00000308970', '9606.ENSP00000308970']"
PBGD,"['9606.ENSP00000498786', '9606.ENSP00000498786', '9606.ENSP00000498786', '9606.ENSP00000498786']"
PBGS,"['9606.ENSP00000386284', '9606.ENSP00000386284', '9606.ENSP00000386284']"
PBHNF,"['9606.ENSP00000430110', '9606.ENSP00000430110']"
PBI,"['9606.ENSP00000226460', '9606.ENSP00000226460', '9606.ENSP00000226460', '9606.ENSP00000226460', '9606.ENSP00000355340', '9606.ENSP00000355340', '9606.ENSP00000355340', '9606.ENSP00000355340']"
PBII,"['9606.ENSP00000481313', '9606.ENSP00000481313']"
